FSID,Region,Callsign,Path Number,Center Frequency (MHz),Bandwidth (MHz)
96893,US,WRCI462,3,5974.85,30
96894,US,WRCI462,4,6034.15,30
96895,US,WRCI462,5,6555,30
96896,US,WRCI462,6,6595,30
96897,US,WRCI462,6,6655,30
96898,US,WRCI462,7,5945.2,30
96899,US,WRCI462,7,6004.5,30
96900,US,WRCI462,8,6063.8,30
96901,US,WRCI463,1,6123.1,30
96902,US,WRCI463,2,5974.85,30
96903,US,WRCI470,1,6137.925,60
96904,US,WRCI475,1,6595,10
96905,US,WRCI475,2,6004.5,30
96906,US,WRCI497,4,6152.75,30
96907,US,WRCI497,5,6034.15,30
96908,US,WRCI497,5,6093.45,30
96909,US,WRCI497,6,6815,30
96910,US,WRCI515,1,6212.065,60
96911,US,WRCI538,1,6078.625,60
96912,US,WRCI538,1,6137.925,60
96913,US,WRCI538,2,6078.625,60
96914,US,WRCI538,2,6137.925,60
96915,US,WRCI585,2,6212.065,60
96916,US,WRCI585,3,6271.365,60
96917,US,WRCI586,2,5960.025,60
96918,US,WRCI586,3,6019.325,60
96919,US,WRCI613,1,6315.84,30
96920,US,WRCI613,2,6226.89,30
96921,US,WRCI614,1,6034.15,30
96922,US,WRCI614,2,6152.75,30
96923,US,WRCI617,1,6785,10
96924,US,WRCI619,1,6755,10
96925,US,WRCI630,1,6152.75,30
96926,US,WRCI630,2,6034.15,30
96927,US,WRCI641,1,6286.19,30
96928,US,WRCI641,2,6345.49,30
96929,US,WRCI641,3,6256.54,30
96930,US,WRCI641,4,6375.14,30
96931,US,WRCI666,1,6137.925,60
96932,US,WRCI667,1,6389.965,60
96933,US,WRCI690,2,6152.75,30
96934,US,WRCI690,3,6152.75,30
96935,US,WRCI694,1,6123.1,30
96936,US,WRCI715,1,6197.24,30
96937,US,WRCI715,2,5974.85,30
96938,US,WRCI716,1,5945.2,30
96939,US,WRCI716,2,5974.85,30
96940,US,WRCI718,1,6226.89,30
96941,US,WRCI718,2,6226.89,30
96942,US,WRCI727,5,6404.79,30
96943,US,WRCI727,6,6404.79,30
96944,US,WRCI727,7,6389.965,60
96945,US,WRCI728,1,6152.75,30
96946,US,WRCI728,2,6152.75,30
96947,US,WRCI728,3,6137.925,60
96948,US,WRCI729,1,6286.19,30
96949,US,WRCI730,1,6004.5,30
96950,US,WRCI730,2,6404.79,30
96951,US,WRCI731,1,5974.85,30
96952,US,WRCI731,2,6152.75,30
96953,US,WRCI731,3,6004.5,30
96954,US,WRCI851,1,6286.19,30
96955,US,WRCI853,1,5974.85,30
96956,US,WRCI853,2,6004.5,30
96957,US,WRCI853,3,6004.5,30
96958,US,WRCI853,4,5974.85,30
96959,US,WRCI856,1,6226.89,30
96960,US,WRCI856,2,6226.89,30
96961,US,WRCI857,1,5974.85,30
96962,US,WRCI857,2,6152.75,30
96963,US,WRCI857,3,5974.85,30
96964,US,WRCI858,1,6755,30
96965,US,WRCI858,4,6755,30
96966,US,WRCI862,1,6555,30
96967,US,WRCI862,2,6256.54,30
96968,US,WRCI862,3,6555,30
96969,US,WRCI863,1,6256.54,30
96970,US,WRCI863,3,6256.54,30
96971,US,WRCI864,1,6404.79,30
96972,US,WRCI864,2,6404.79,30
96973,US,WRCI865,1,6004.5,30
96974,US,WRCI865,2,6152.75,30
96975,US,WRCI867,2,6625,30
96976,US,WRCI868,2,6785,30
96977,US,WRCI877,4,6375.14,30
96978,US,WRCI998,1,6256.54,30
96979,US,WRCI998,2,6345.49,30
96980,US,WRCJ254,1,6286.19,30
96981,US,WRCJ254,1,6286.19,40
96982,US,WRCJ254,1,6345.49,30
96983,US,WRCJ254,1,6345.49,40
96984,US,WRCJ254,4,6286.19,30
96985,US,WRCJ254,4,6345.49,30
96986,US,WRCJ260,1,6034.15,30
96987,US,WRCJ260,1,6093.45,30
96988,US,WRCJ260,2,6034.15,30
96989,US,WRCJ260,2,6093.45,30
96990,US,WRCJ339,1,6375.14,30
96991,US,WRCJ422,1,6725,10
96992,US,WRCJ447,1,6785,10
96993,US,WRCJ450,1,6078.625,60
96994,US,WRCJ451,1,6330.665,60
96995,US,WRCJ580,1,6286.19,30
96996,US,WRCJ580,1,6345.49,30
96997,US,WRCJ586,1,6093.45,30
96998,US,WRCJ586,2,5945.2,30
96999,US,WRCJ587,1,6375.14,30
97000,US,WRCJ587,2,6315.84,30
97001,US,WRCJ647,2,6271.365,60
97002,US,WRCJ647,3,6330.665,60
97003,US,WRCJ658,1,6226.89,30
97004,US,WRCJ692,9,6330.665,60
97005,US,WRCJ702,1,6345.49,10
97006,US,WRCJ712,1,6019.325,56
97007,US,WRCJ713,1,6271.365,56
97008,US,WRCJ713,2,6078.625,60
97009,US,WRCJ762,1,6226.89,27.4
97010,US,WRCJ817,1,6197.24,27.4
97011,US,WRCJ817,2,6004.5,27.4
97012,US,WRCJ817,3,6034.15,27.4
97013,US,WRCJ818,1,6256.54,27.4
97014,US,WRCJ818,2,5945.2,27.4
97015,US,WRCJ819,1,6315.84,27.4
97016,US,WRCJ927,1,6197.24,30
97017,US,WRCJ927,1,6256.54,30
97018,US,WRCJ927,2,6226.89,30
97019,US,WRCJ927,2,6286.19,30
97020,US,WRCJ936,1,6286.19,27.3
97021,US,WRCJ936,1,6345.49,27.3
97022,US,WRCJ936,2,6197.24,27.3
97023,US,WRCJ936,2,6256.54,27.3
97024,US,WRCJ937,3,6034.15,27.3
97025,US,WRCJ937,3,6063.8,27.3
97026,US,WRCJ937,4,6093.45,27.3
97027,US,WRCJ937,4,6152.75,27.3
97028,US,WRCJ940,1,6315.84,30
97029,US,WRCJ940,2,6375.14,30
97030,US,WRCK203,1,5945.2,30
97031,US,WRCK203,1,6034.15,30
97032,US,WRCK203,2,5945.2,30
97033,US,WRCK203,2,6034.15,30
97034,US,WRCK203,3,6004.5,30
97035,US,WRCK203,3,6063.8,30
97036,US,WRCK206,1,6345.49,30
97037,US,WRCK206,2,6404.79,30
97038,US,WRCK219,1,6226.89,30
97039,US,WRCK219,2,6197.24,30
97040,US,WRCK223,1,6004.5,30
97041,US,WRCK223,2,6034.15,30
97042,US,WRCK228,1,5945.2,30
97043,US,WRCK228,1,6004.5,30
97044,US,WRCK228,2,5974.85,30
97045,US,WRCK228,2,6034.15,30
97046,US,WRCK230,1,6375.14,30
97047,US,WRCK230,2,6345.49,30
97048,US,WRCK231,3,5945.2,30
97049,US,WRCK231,3,6004.5,30
97050,US,WRCK231,4,5974.85,30
97051,US,WRCK231,4,6034.15,30
97052,US,WRCK232,3,6197.24,30
97053,US,WRCK232,3,6256.54,30
97054,US,WRCK232,4,6226.89,30
97055,US,WRCK232,4,6286.19,30
97056,US,WRCK234,1,6315.84,30
97057,US,WRCK234,2,6286.19,30
97058,US,WRCK239,1,5974.85,30
97059,US,WRCK239,2,5945.2,30
97060,US,WRCK239,3,6063.8,30
97061,US,WRCK239,4,6034.15,30
97062,US,WRCK240,1,6256.54,30
97063,US,WRCK240,2,6286.19,30
97064,US,WRCK249,1,6197.24,30
97065,US,WRCK250,1,6197.24,30
97066,US,WRCK250,2,6286.19,30
97067,US,WRCK269,1,6063.8,30
97068,US,WRCK269,2,6034.15,30
97069,US,WRCK282,1,6256.54,30
97070,US,WRCK282,2,6315.84,30
97071,US,WRCK288,1,6123.1,27.4
97072,US,WRCK289,1,6345.49,27.4
97073,US,WRCK290,1,6286.19,30
97074,US,WRCK291,1,6389.965,60
97075,US,WRCK296,1,6137.925,60
97076,US,WRCK302,1,6389.965,60
97077,US,WRCK369,1,6063.8,30
97078,US,WRCK369,1,6123.1,30
97079,US,WRCK369,2,6034.15,30
97080,US,WRCK369,2,6093.45,30
97081,US,WRCK370,1,6004.5,30
97082,US,WRCK370,2,6152.75,30
97083,US,WRCK370,3,6093.45,30
97084,US,WRCK370,4,6063.8,30
97085,US,WRCK372,1,6315.84,30
97086,US,WRCK372,2,6197.24,30
97087,US,WRCK373,2,6063.8,30
97088,US,WRCK378,2,5945.2,30
97089,US,WRCK379,1,6256.54,7
97094,US,WRCK445,1,6123.1,10
97095,US,WRCK446,1,6625,10
97096,US,WRCK450,1,6345.49,10
97097,US,WRCK454,1,5974.85,10
97098,US,WRCK454,2,6034.15,10
97099,US,WRCK457,1,6795,10
97100,US,WRCK481,1,6315.84,10
97101,US,WRCK481,2,6286.19,10
97102,US,WRCK483,1,6197.24,10
97103,US,WRCK483,2,6226.89,10
97104,US,WRCK543,1,6595,30
97105,US,WRCK545,1,6286.19,30
97106,US,WRCK545,1,6345.49,30
97107,US,WRCK550,1,6034.15,30
97108,US,WRCK550,1,6093.45,30
97109,US,WRCK573,1,6152.75,30
97110,US,WRCK575,1,6404.79,30
97111,US,WRCK603,1,6034.15,10
97112,US,WRCK639,1,5945.2,27.4
97113,US,WRCK639,2,6063.8,27.4
97114,US,WRCK639,3,6093.45,27.4
97115,US,WRCK639,4,6123.1,27.4
97116,US,WRCK640,1,6123.1,27.4
97117,US,WRCK640,2,6152.75,27.4
97118,US,WRCK648,1,5974.85,30
97119,US,WRCK654,2,6226.89,30
97120,US,WRCK654,3,6034.15,30
97121,US,WRCK708,1,6226.89,30
97122,US,WRCK708,2,6256.54,30
97123,US,WRCK712,1,6330.665,60
97124,US,WRCK720,1,6078.625,60
97125,US,WRCK722,1,6256.54,30
97126,US,WRCK722,1,6315.84,30
97127,US,WRCK723,1,6004.5,30
97128,US,WRCK723,1,6063.8,30
97129,US,WRCK724,1,6389.965,60
97130,US,WRCK729,1,6345.49,30
97131,US,WRCK729,2,6315.84,30
97132,US,WRCK729,3,6197.24,30
97133,US,WRCK729,3,6256.54,30
97134,US,WRCK746,1,6655,10
97135,US,WRCK746,2,6595,10
97136,US,WRCK748,1,6755,10
97137,US,WRCK752,1,6785,10
97138,US,WRCK752,2,6845,10
97139,US,WRCK753,1,5960.025,60
97140,US,WRCK753,2,6137.925,60
97141,US,WRCK774,1,6004.5,30
97142,US,WRCK774,1,6093.45,30
97143,US,WRCK775,2,5974.85,30
97144,US,WRCK775,3,5945.2,30
97145,US,WRCK775,3,6004.5,30
97146,US,WRCK848,1,6286.19,30
97147,US,WRCK849,1,6034.15,30
97148,US,WRCK849,2,6004.5,30
97149,US,WRCK850,1,6004.5,30
97150,US,WRCK850,2,6063.8,30
97151,US,WRCK850,3,6093.45,30
97152,US,WRCK851,1,6004.5,30
97153,US,WRCK851,2,6034.15,30
97154,US,WRCK852,1,6286.19,30
97155,US,WRCK852,2,6345.49,30
97156,US,WRCK853,1,6315.84,30
97157,US,WRCK871,1,6375.14,30
97158,US,WRCK871,2,6256.54,30
97159,US,WRCK871,3,6404.79,30
97160,US,WRCK872,1,6286.19,30
97161,US,WRCK873,1,6226.89,30
97162,US,WRCK874,1,6004.5,30
97163,US,WRCK874,2,5974.85,30
97164,US,WRCK874,3,6063.8,30
97165,US,WRCK875,1,6286.19,30
97166,US,WRCK875,2,6315.84,30
97167,US,WRCK875,3,6286.19,30
97168,US,WRCK876,1,6093.45,30
97169,US,WRCK876,2,6004.5,30
97170,US,WRCK877,1,6256.54,30
97171,US,WRCK878,1,6256.54,30
97172,US,WRCK878,2,6063.8,30
97173,US,WRCK879,1,6034.15,30
97174,US,WRCK880,1,6093.45,30
97175,US,WRCK880,2,6034.15,30
97176,US,WRCK881,1,6286.19,30
97177,US,WRCK881,2,6226.89,30
97178,US,WRCK882,1,6034.15,30
97179,US,WRCK883,1,6226.89,30
97180,US,WRCK884,1,6256.54,30
97181,US,WRCK884,2,6345.49,30
97182,US,WRCK884,3,6315.84,30
97183,US,WRCK885,1,5974.85,30
97184,US,WRCK895,1,6034.15,30
97185,US,WRCK895,2,6063.8,30
97186,US,WRCK895,3,6034.15,30
97187,US,WRCK895,4,6063.8,30
97188,US,WRCL276,1,6550,5
97189,US,WRCL276,2,6600,5
97190,US,WRCL283,3,6197.24,27.3
97191,US,WRCL283,3,6256.54,27.3
97192,US,WRCL314,3,6093.45,30
97193,US,WRCL314,4,6152.75,30
97194,US,WRCL333,1,6004.5,27.4
97195,US,WRCL333,2,6123.1,27.4
97196,US,WRCL333,3,6093.45,27.4
97197,US,WRCL333,4,6034.15,27.4
97198,US,WRCL351,1,6256.54,27.4
97199,US,WRCL351,2,6375.14,27.4
97200,US,WRCL362,1,6123.1,27.4
97201,US,WRCL362,2,5974.85,27.4
97202,US,WRCL362,3,6152.75,27.4
97203,US,WRCL365,1,6226.89,27.4
97204,US,WRCL474,1,6745,10
97205,US,WRCL474,2,6765,10
97206,US,WRCL474,3,6755,10
97207,US,WRCL477,1,6585,10
97208,US,WRCL477,2,6845,10
97209,US,WRCL480,1,6212.065,60
97210,US,WRCL481,1,5960.025,60
97211,US,WRCL484,1,6820,5
97212,US,WRCL507,1,6605,10
97213,US,WRCL507,2,6595,10
97214,US,WRCL512,1,6685,10
97215,US,WRCL512,2,6595,10
97216,US,WRCL514,1,6595,10
97217,US,WRCL561,7,6271.365,60
97218,US,WRCL562,8,6019.325,60
97219,US,WRCL563,1,5960.025,60
97220,US,WRCL563,2,6019.325,60
97221,US,WRCL564,1,6212.065,60
97222,US,WRCL565,1,6271.365,60
97223,US,WRCL575,1,6093.45,10
97224,US,WRCL575,2,5945.2,10
97225,US,WRCL616,1,6404.79,30
97226,US,WRCL616,2,5974.85,30
97227,US,WRCL621,1,6286.19,30
97228,US,WRCL621,2,6226.89,30
97229,US,WRCL653,1,6137.925,60
97230,US,WRCL658,2,6004.5,30
97231,US,WRCL659,2,6256.54,30
97232,US,WRCL660,2,6226.89,30
97233,US,WRCL697,1,5945.2,10
97234,US,WRCL734,2,6256.54,30
97235,US,WRCL737,2,6004.5,30
97236,US,WRCL738,1,6093.45,30
97237,US,WRCL739,2,6404.79,30
97238,US,WRCL740,1,5974.85,30
97239,US,WRCL740,2,6034.15,30
97240,US,WRCL741,2,5945.2,30
97241,US,WRCL764,1,6123.1,30
97244,US,WRCL923,1,6595,10
97245,US,WRCL924,1,6755,10
97246,US,WRCL928,1,6034.15,30
97247,US,WRCL928,2,6375.14,30
97248,US,WRCL929,1,6286.19,30
97249,US,WRCL929,7,6345.49,30
97250,US,WRCM226,2,6595,30
97251,US,WRCM226,3,6555,30
97252,US,WRCM249,2,6226.89,30
97253,US,WRCM249,3,6685,10
97254,US,WRCM249,4,6595,10
97255,US,WRCM257,1,6845,10
97256,US,WRCM258,1,6755,10
97257,US,WRCM258,2,6785,10
97258,US,WRCM259,1,5974.85,30
97259,US,WRCM259,2,6123.1,30
97260,US,WRCM349,8,6152.75,30
97261,US,WRCM351,2,6197.24,30
97262,US,WRCM351,3,6256.54,30
97263,US,WRCM356,1,5945.2,30
97264,US,WRCM356,2,6063.8,30
97265,US,WRCM359,1,6197.24,30
97266,US,WRCM359,2,6685,30
97267,US,WRCM364,1,5974.85,30
97268,US,WRCM366,1,6226.89,30
97269,US,WRCM366,2,6315.84,30
97270,US,WRCM368,1,6845,30
97271,US,WRCM395,1,6286.19,30
97272,US,WRCM395,2,6197.24,30
97273,US,WRCM395,3,6725,30
97274,US,WRCM395,3,6785,30
97275,US,WRCM397,1,6197.24,30
97276,US,WRCM397,1,6256.54,30
97277,US,WRCM493,3,6078.625,50.3
97278,US,WRCM493,3,6137.925,50.3
97279,US,WRCM564,5,6137.925,60
97280,US,WRCM564,6,6389.965,60
97281,US,WRCM570,2,6152.75,30
97282,US,WRCM570,3,6845,30
97283,US,WRCM575,1,6123.1,10
97284,US,WRCM575,2,6635,10
97285,US,WRCM615,1,6197.24,30
97286,US,WRCM615,1,6256.54,30
97287,US,WRCM641,1,6655,10
97288,US,WRCM648,2,6345.49,30
97289,US,WRCM650,2,6093.45,30
97290,US,WRCM651,1,6197.24,30
97291,US,WRCM654,3,6286.19,30
97292,US,WRCM654,4,6315.84,30
97293,US,WRCM659,1,6765,10
97294,US,WRCM660,1,6785,10
97295,US,WRCM660,2,6815,10
97296,US,WRCM661,1,5945.2,30
97297,US,WRCM661,2,6093.45,30
97298,US,WRCM751,1,6845,10
97299,US,WRCM833,1,5945.2,30
97300,US,WRCM840,1,6555,10
97301,US,WRCM841,1,6595,10
97302,US,WRCM841,2,6555,10
97303,US,WRCM842,1,6725,10
97304,US,WRCM843,1,6785,10
97305,US,WRCM844,1,6625,10
97306,US,WRCM845,1,6845,10
97307,US,WRCM846,1,6685,10
97310,US,WRCM848,1,6665,10
97311,US,WRCM851,1,6785,10
97312,US,WRCM871,2,6655,10
97313,US,WRCM881,1,6805,10
97314,US,WRCN212,1,6595,10
97315,US,WRCN212,2,6625,10
97316,US,WRCN232,2,5945.2,30
97317,US,WRCN232,3,6404.79,30
97318,US,WRCN232,4,6725,30
97319,US,WRCN232,6,5945.2,30
97320,US,WRCN233,2,6197.24,30
97321,US,WRCN233,3,6625,30
97322,US,WRCN233,4,6197.24,30
97323,US,WRCN306,1,6034.15,30
97324,US,WRCN308,1,6226.89,30
97325,US,WRCN308,2,6286.19,30
97326,US,WRCN310,1,6345.49,30
97327,US,WRCN311,1,6093.45,30
97328,US,WRCN311,2,6063.8,30
97329,US,WRCN311,3,6034.15,30
97330,US,WRCN313,1,6315.84,30
97331,US,WRCN313,2,6256.54,30
97332,US,WRCN314,1,6286.19,30
97333,US,WRCN315,1,6034.15,30
97334,US,WRCN316,1,6286.19,30
97335,US,WRCN316,2,6345.49,30
97336,US,WRCN319,2,6093.45,30
97337,US,WRCN324,1,6345.49,30
97338,US,WRCN325,1,6093.45,30
97339,US,WRCN325,2,6063.8,30
97340,US,WRCN327,1,6315.84,30
97341,US,WRCN339,1,6004.5,30
97342,US,WRCN339,2,5974.85,30
97343,US,WRCN339,3,6123.1,30
97344,US,WRCN388,1,6093.45,30
97345,US,WRCN398,1,6345.49,30
97346,US,WRCN398,2,6375.14,30
97347,US,WRCN415,1,6286.19,30
97348,US,WRCN415,2,6315.84,30
97349,US,WRCN582,1,6785,10
97350,US,WRCN583,1,6625,10
97351,US,WRCN584,1,6286.19,27.4
97352,US,WRCN584,2,6197.24,27.4
97353,US,WRCN585,1,6404.79,27.4
97354,US,WRCN585,2,6375.14,27.4
97355,US,WRCN585,3,6256.54,27.4
97356,US,WRCN586,1,6034.15,27.4
97357,US,WRCN586,2,6004.5,27.4
97358,US,WRCN586,3,6226.89,27.4
97359,US,WRCN586,5,6093.45,27.4
97360,US,WRCN586,6,6004.5,27.4
97361,US,WRCN586,7,6034.15,27.4
97362,US,WRCN587,1,6123.1,27.4
97363,US,WRCN587,2,6404.79,27.4
97364,US,WRCN588,1,6345.49,27.4
97365,US,WRCN588,2,6286.19,27.4
97366,US,WRCN589,1,6375.14,27.4
97367,US,WRCN589,2,6226.89,27.4
97368,US,WRCN590,1,6345.49,27.4
97369,US,WRCN590,2,6375.14,27.4
97370,US,WRCN591,1,6152.75,27.4
97371,US,WRCN591,2,6063.8,27.4
97372,US,WRCN591,3,6093.45,27.4
97373,US,WRCN591,4,6152.75,27.4
97374,US,WRCN592,1,6315.84,27.4
97375,US,WRCN592,2,5974.85,27.4
97376,US,WRCN593,1,6375.14,27.4
97377,US,WRCN593,2,6063.8,27.4
97378,US,WRCN594,1,6093.45,27.4
97379,US,WRCN594,2,6123.1,27.4
97380,US,WRCN598,1,6063.8,27.3
97381,US,WRCN598,2,6034.15,27.3
97382,US,WRCN600,3,6123.1,30
97383,US,WRCN600,4,6093.45,30
97384,US,WRCN612,1,6197.24,30
97385,US,WRCN613,1,5945.2,30
97386,US,WRCN681,1,6404.79,30
97387,US,WRCN681,1,6845,30
97388,US,WRCN745,1,6330.665,60
97389,US,WRCN768,1,6286.19,30
97390,US,WRCN799,2,6286.19,30
97391,US,WRCN800,1,6123.1,30
97392,US,WRCN973,1,6034.15,30
97393,US,WRCN973,2,6063.8,30
97394,US,WRCN985,1,6330.665,56
97395,US,WRCN985,2,6389.965,56
97396,US,WRCN985,5,5960.025,56
97397,US,WRCN985,6,6019.325,56
97398,US,WRCP237,1,6063.8,30
97399,US,WRCP241,2,6865,10
97400,US,WRCP241,3,6256.54,30
97401,US,WRCP241,4,6755,10
97402,US,WRCP241,5,6345.49,30
97403,US,WRCP242,1,6004.5,30
97404,US,WRCP242,2,6315.84,30
97405,US,WRCP242,3,6705,10
97406,US,WRCP417,1,6375.14,30
97407,US,WRCP417,2,6404.79,30
97408,US,WRCP420,2,6197.24,30
97409,US,WRCP420,2,6345.49,30
97410,US,WRCP485,1,6034.15,30
97411,US,WRCP501,2,6212.065,60
97412,US,WRCP588,1,6362.79,5
97413,US,WRCP589,1,6110.75,5
97414,US,WRCP602,1,6695,10
97415,US,WRCP602,3,6625,30
97416,US,WRCP615,2,6212.065,60
97417,US,WRCP620,2,6555,30
97418,US,WRCP634,3,5974.85,30
97419,US,WRCP634,4,6345.49,30
97420,US,WRCP646,1,6735,10
97421,US,WRCP765,1,6034.15,30
97422,US,WRCP765,2,6063.8,30
97423,US,WRCP770,1,6063.8,30
97424,US,WRCP770,2,5974.85,30
97425,US,WRCP789,2,6625,30
97426,US,WRCP803,1,5974.85,30
97427,US,WRCP839,1,6256.54,27.4
97428,US,WRCP982,2,6795,10
97429,US,WRCP982,3,6795,10
97430,US,WRCP983,1,6635,10
97431,US,WRCP983,2,6635,10
97432,US,WRCP994,1,6805,10
97433,US,WRCP995,1,5960.025,60
97434,US,WRCP997,2,6645,10
97435,US,WRCP997,3,6755,10
97436,US,WRCP999,1,6212.065,60
97438,US,WRCQ214,1,6034.15,30
97439,US,WRCQ218,1,6004.5,30
97440,US,WRCQ218,2,6123.1,30
97441,US,WRCQ220,1,6226.89,30
97442,US,WRCQ220,2,6256.54,30
97443,US,WRCQ230,1,6345.49,30
97444,US,WRCQ230,2,6404.79,30
97445,US,WRCQ230,4,6685,30
97446,US,WRCQ241,1,6197.24,30
97447,US,WRCQ267,1,6004.5,27.3
97448,US,WRCQ267,2,5945.2,27.3
97449,US,WRCQ268,1,6345.49,30
97450,US,WRCQ269,1,6256.54,30
97451,US,WRCQ275,1,6152.75,27.4
97452,US,WRCQ275,2,6034.15,27.4
97453,US,WRCQ275,3,5974.85,27.4
97454,US,WRCQ276,1,6152.75,27.4
97455,US,WRCQ276,2,5974.85,27.4
97456,US,WRCQ276,3,6004.5,27.4
97465,US,WRCQ277,1,6226.89,27.4
97466,US,WRCQ277,2,6226.89,30
97467,US,WRCQ277,2,6256.54,30
97468,US,WRCQ277,2,6315.84,30
97469,US,WRCQ277,2,6375.14,30
97474,US,WRCQ278,1,5974.85,27.4
97475,US,WRCQ292,2,6345.49,30
97476,US,WRCQ292,3,6315.84,30
97477,US,WRCQ297,8,5945.2,30
97478,US,WRCQ297,8,6004.5,30
97479,US,WRCQ297,9,5974.85,30
97480,US,WRCQ297,9,6034.15,30
97481,US,WRCQ309,1,6063.8,30
97482,US,WRCQ309,1,6123.1,30
97483,US,WRCQ311,1,6063.8,30
97484,US,WRCQ311,2,6123.1,30
97485,US,WRCQ321,1,6093.45,30
97486,US,WRCQ321,2,6063.8,30
97487,US,WRCQ346,1,6315.84,27.4
97488,US,WRCQ346,2,6226.89,27.4
97489,US,WRCQ346,3,6197.24,27.4
97490,US,WRCQ347,1,5974.85,27.4
97491,US,WRCQ347,2,6004.5,27.4
97492,US,WRCQ348,1,6256.54,27.4
97493,US,WRCQ348,2,6286.19,27.4
97494,US,WRCQ348,3,6093.45,27.4
97495,US,WRCQ349,1,6345.49,27.4
97496,US,WRCQ349,2,6315.84,27.4
97497,US,WRCQ350,1,6197.24,27.4
97498,US,WRCQ351,1,6226.89,27.4
97499,US,WRCQ351,2,6286.19,27.4
97500,US,WRCQ351,2,6404.79,27.4
97501,US,WRCQ352,1,6123.1,27.4
97502,US,WRCQ353,1,6034.15,27.4
97503,US,WRCQ353,2,6004.5,27.4
97504,US,WRCQ374,2,5974.85,30
97505,US,WRCQ385,1,6315.84,30
97506,US,WRCQ505,3,6019.325,60
97507,US,WRCQ505,4,6271.365,60
97508,US,WRCQ520,2,6345.49,30
97509,US,WRCQ533,1,6765,10
97510,US,WRCQ533,1,6825,10
97511,US,WRCQ536,1,6775,5
97512,US,WRCQ671,1,6034.15,30
97513,US,WRCQ671,2,5960.025,60
97514,US,WRCQ672,1,6286.19,30
97515,US,WRCQ672,2,6212.065,60
97516,US,WRCQ802,1,6345.49,30
97517,US,WRCQ845,3,6123.1,30
97518,US,WRCQ845,4,6152.75,30
97519,US,WRCQ857,5,5974.85,27.3
97520,US,WRCQ857,5,6004.5,27.3
97521,US,WRCQ857,6,5974.85,27.3
97522,US,WRCQ857,6,6004.5,27.3
97523,US,WRCQ857,7,5945.2,27.3
97524,US,WRCQ857,7,6004.5,27.3
97525,US,WRCQ857,8,6034.15,27.3
97526,US,WRCQ857,8,6093.45,27.3
97527,US,WRCQ904,1,6063.8,30
97528,US,WRCQ911,1,6375.14,30
97529,US,WRCQ912,1,6645,10
97530,US,WRCQ935,1,6256.54,30
97531,US,WRCR218,1,6197.24,27.3
97532,US,WRCR218,2,6226.89,27.3
97533,US,WRCR218,3,6226.89,27.3
97534,US,WRCR218,4,6197.24,27.3
97535,US,WRCR370,1,6625.625,3.75
97536,US,WRCR395,1,6152.75,30
97537,US,WRCR395,2,6197.24,30
97538,US,WRCR396,1,6152.75,30
97539,US,WRCR396,2,6123.1,30
97540,US,WRCR416,1,5974.85,30
97541,US,WRCR418,1,6226.89,30
97542,US,WRCR419,1,6152.75,10
97543,US,WRCR440,3,6375.14,30
97544,US,WRCR440,4,6404.79,30
97545,US,WRCR495,1,6775,10
97546,US,WRCR495,2,6845,10
97547,US,WRCR518,3,6695,10
97548,US,WRCR649,1,6034.15,10
97549,US,WRCR650,1,6286.19,10
97550,US,WRCR693,1,6123.1,30
97551,US,WRCR693,2,5974.85,30
97552,US,WRCR704,1,6093.45,10
97553,US,WRCR704,2,6113.22,10
97554,US,WRCR708,1,6315.84,10
97555,US,WRCR708,2,6345.49,10
97556,US,WRCR773,1,5974.85,30
97557,US,WRCR778,1,6226.89,30
97558,US,WRCR778,2,6315.84,30
97559,US,WRCR779,1,6063.8,30
97560,US,WRCR779,2,6034.15,30
97561,US,WRCR781,1,6197.24,30
97562,US,WRCR783,1,6315.84,30
97563,US,WRCR783,2,6286.19,30
97564,US,WRCR785,1,5974.85,30
97565,US,WRCR785,2,6063.8,30
97566,US,WRCR785,3,6093.45,30
97567,US,WRCR787,1,5974.85,30
97568,US,WRCR787,2,5945.2,30
97569,US,WRCR789,1,6286.19,30
97570,US,WRCR789,2,6256.54,30
97571,US,WRCR792,1,6375.14,30
97572,US,WRCR792,2,6004.5,10
97573,US,WRCR792,3,6034.15,10
97574,US,WRCR792,4,6014.38,10
97575,US,WRCR792,5,6063.8,30
97576,US,WRCR808,1,6755,30
97577,US,WRCR808,2,6815,30
97578,US,WRCR809,1,6595,30
97579,US,WRCR809,2,6655,30
97580,US,WRCR833,1,6655,10
97581,US,WRCR834,1,6004.5,30
97582,US,WRCR950,1,6256.54,30
97583,US,WRCR981,1,5974.85,10
97584,US,WRCR982,1,6226.89,10
97585,US,WRCR986,2,5945.2,30
97586,US,WRCR999,1,5974.85,27.4
97587,US,WRCR999,2,6034.15,30
97588,US,WRCR999,3,6004.5,27.4
97589,US,WRCS245,1,6078.625,60
97590,US,WRCS245,2,6137.925,60
97591,US,WRCS246,1,5960.025,60
97592,US,WRCS247,1,6212.065,60
97593,US,WRCS275,1,6330.665,56
97594,US,WRCS276,1,6389.965,56
97595,US,WRCS380,1,6078.625,56
97596,US,WRCS396,1,6137.925,56
97597,US,WRCS399,1,6137.925,56
97598,US,WRCS419,1,6345.49,30
97599,US,WRCS420,2,6197.24,30
97600,US,WRCS421,2,5974.85,30
97601,US,WRCS422,1,6063.8,30
97602,US,WRCS422,2,5945.2,30
97603,US,WRCS422,3,6093.45,30
